"cell","UMAP1","UMAP2","subcluster","geno","pt"
"mut_7823245",-5.80001405877402,-2.20881750259276,"precursor-like","MUT",38.293609735182
"mut_10339624",-6.51695207757285,-2.40629138622161,"differentiating","MUT",41.856362593331
"mut_5921675",-7.28814844292929,-2.11275245818969,"differentiating","MUT",51.4096219628911
"mut_6794897",-7.48455862206748,-2.66371335658904,"differentiating","MUT",44.954641621682
"mut_12092575",-5.28244022530844,-2.18303897056456,"precursor-like","MUT",45.9010209002799
"mut_2668091",-6.50997499627402,-2.11093225154753,"differentiating","MUT",55.3937243256481
"mut_2523738",-6.72412780923178,-1.73595072898741,"differentiating","MUT",45.7711582171795
"mut_13889690",-6.83399252099326,-2.52608861598845,"precursor-like","MUT",47.6973364248619
"mut_10789279",-6.3669042984896,-2.40687193546172,"differentiating","MUT",49.5369904453145
"mut_8270663",-4.49812654656699,-2.39515747699614,"precursor-like","MUT",39.8982037156763
"mut_13893146",-5.58332542580893,-2.18075182113524,"precursor-like","MUT",38.3877065789937
"mut_6945072",-5.22503856820395,-2.2445631233203,"precursor-like","MUT",38.1917156307897
"mut_7849022",-6.01342348260215,-2.21099402580138,"precursor-like","MUT",38.694165013341
"mut_12844858",-6.21607450646689,-2.23409142169829,"differentiating","MUT",43.828373915556
"mut_10490568",-6.06127361459067,-1.93159379634734,"precursor-like","MUT",41.5012961765227
"mut_11651422",-7.16400388879111,-2.11202778491851,"differentiating","MUT",44.0125854102488
"mut_7688483",-6.84032062691977,-1.1070429888713,"differentiating","MUT",47.9115580940866
"mut_5923994",-6.92080358666709,-1.98629953536864,"differentiating","MUT",49.1137645632785
"mut_7693895",-7.30457357568076,-2.16941537532683,"differentiating","MUT",48.2860318780691
"mut_7551818",-7.13265995187094,-1.08913620386,"differentiating","MUT",50.2482505940557
"mut_465044",-6.79531578225424,-2.42969336185332,"differentiating","MUT",43.869703809635
"mut_11526189",-5.70710615319541,-2.05837001476165,"differentiating","MUT",45.3118292773102
"mut_3111201",-6.91533807915976,-1.98731162223693,"differentiating","MUT",54.4485052537254
"mut_10784347",-7.26600698632529,-2.50590004596587,"precursor-like","MUT",50.5431525841181
"mut_12684317",-6.31369928521445,-2.10660495433684,"precursor-like","MUT",50.1591033368797
"mut_11371472",-7.13675741357138,-1.94809260043975,"differentiating","MUT",51.8416247039242
"mut_10349978",-5.7316880623751,-2.28771593246337,"precursor-like","MUT",50.2551445341931
"mut_8560141",-7.63773111504843,-2.48039831790801,"differentiating","MUT",60.4167829063181
"mut_6635562",-5.95301202935508,-2.21623506221648,"precursor-like","MUT",49.9277909726034
"mut_10926003",-6.40978244942954,-1.38409330520507,"differentiating","MUT",49.2719988731537
"mut_600610",-6.76107219857505,-1.54801144275542,"differentiating","MUT",48.9472802303169
"mut_11538071",-6.33579401177695,-1.98469617042418,"differentiating","MUT",50.6344836615136
"mut_11966265",-6.49539808434775,-2.20632519397612,"differentiating","MUT",41.5144101834368
"mut_1952677",-5.371764222806,-2.17950358066436,"precursor-like","MUT",37.958503549111
"mut_12705490",-5.61672023934653,-2.1955707279193,"precursor-like","MUT",39.3364196192806
"mut_9441835",-6.83216575784018,-2.39672460231658,"differentiating","MUT",49.7977510107574
"mut_9618483",-6.05856327218344,-2.22637369308348,"precursor-like","MUT",49.7830763117731
"mut_11080757",-6.73419479531577,-2.45904650363799,"differentiating","MUT",43.3679776906826
"mut_1951174",-5.10404638451865,-2.23709478053923,"precursor-like","MUT",40.606876580452
"mut_1805633",-5.77437643212607,-2.02071203861113,"precursor-like","MUT",41.3288480510084
"mut_2688082",-6.60240177316001,-2.26562156352874,"differentiating","MUT",50.22348051696
"mut_913952",-6.05697445077231,-1.9102604595172,"precursor-like","MUT",46.2213320321047
"mut_5031980",-6.34109691781333,-2.04464199218627,"precursor-like","MUT",49.4007906199476
"mut_6210141",-6.88580564660361,-2.03774954948302,"differentiating","MUT",50.2969846566737
"mut_2689245",-5.50025943917563,-1.98359300765868,"precursor-like","MUT",41.0379111356066
"mut_1794079",-5.59674266976645,-2.07845880660887,"precursor-like","MUT",43.5061758702189
"mut_10947505",-6.49951748055747,-2.22780718479033,"differentiating","MUT",50.593280192652
"mut_6819523",-6.3423190514498,-1.75603236827727,"differentiating","MUT",41.1326965894416
"mut_5476673",-5.16380504769614,-2.06520857486602,"precursor-like","MUT",47.133219023541
"mut_12126795",-6.90232948464682,-1.60857023868438,"differentiating","MUT",52.9695367868308
"mut_3405766",-7.24724630517295,-1.94615723762389,"differentiating","MUT",56.0015187045632
"mut_472754",-4.39843849343589,-2.30468096408721,"precursor-like","MUT",37.854818770564
"mut_13594078",-7.49324373406699,-2.38323988590117,"differentiating","MUT",56.8333222767204
"mut_12092929",-5.3441238800936,-2.2265423742282,"precursor-like","MUT",38.3102612794335
"mut_7994176",-5.56037763757041,-2.02603079948302,"precursor-like","MUT",38.2751041190199
"mut_12248464",-6.24047664803794,-1.82887007865782,"precursor-like","MUT",49.161901657033
"mut_6492681",-6.31235603493979,-2.32917477760192,"differentiating","MUT",40.9116491898808
"mut_2824733",-6.69139103097251,-2.30864169273253,"differentiating","MUT",53.8428430200717
"mut_11515814",-5.99144701165488,-2.03871597919341,"precursor-like","MUT",40.0732868040631
"mut_2361301",-6.23575691384604,-2.34475161704894,"differentiating","MUT",50.5407683796129
"mut_9598500",-6.85445741814902,-1.76370324764128,"differentiating","MUT",54.943381754667
"mut_12683217",-6.4788256089144,-2.52208151492949,"precursor-like","MUT",45.2218045412831
"mut_7103676",-7.20257906121543,-1.57227708968993,"differentiating","MUT",54.7470642393296
"mut_12713502",-5.47539524239829,-2.1630224195468,"precursor-like","MUT",38.2747558163831
"mut_11067710",-6.37522033852866,-2.27011670741912,"differentiating","MUT",44.4167963136114
"mut_10631843",-7.6635384957247,-2.35909177932616,"differentiating","MUT",54.9339081394646
"mut_10641808",-6.70579342049887,-1.30650409135695,"differentiating","MUT",45.9950438157392
"mut_11827230",-5.55800966424277,-2.20695259246703,"precursor-like","MUT",42.1178071687967
"mut_3997828",-7.17197565240195,-2.25237741145964,"differentiating","MUT",52.9573969606846
"mut_5754692",-6.02557663125327,-2.28583302173491,"precursor-like","MUT",38.6857328258864
"mut_4439863",-6.100120107358,-2.36112620506163,"precursor-like","MUT",44.6146621185514
"mut_4722437",-6.73934606713584,-2.52373375568267,"differentiating","MUT",46.683635537603
"mut_11077257",-5.45117477578452,-2.37552930984374,"precursor-like","MUT",36.8926632341559
"mut_10480196",-4.60002187890341,-2.34773590240355,"precursor-like","MUT",38.3910654042134
"mut_12829477",-6.56973222894004,-1.81846429977294,"differentiating","MUT",40.1394378623081
"mut_3550085",-5.40989069146445,-2.07664432201262,"precursor-like","MUT",38.7398561933762
"mut_12265785",-7.66209749383261,-2.27318360481139,"precursor-like","MUT",53.434841208256
"mut_164027",-5.90018514794638,-2.0637302604663,"precursor-like","MUT",38.6200672811292
"mut_13305227",-6.2247128884249,-2.44121327075835,"precursor-like","MUT",43.6564497917756
"mut_6658988",-5.96104911965659,-2.09849908027526,"precursor-like","MUT",38.7458690308327
"mut_2541378",-5.99030450982383,-2.00182976398345,"precursor-like","MUT",40.9070791762129
"mut_8878144",-5.48564724129966,-2.02133145007964,"precursor-like","MUT",37.4444518082619
"mut_4742844",-6.05343727273276,-1.97167064819213,"differentiating","MUT",39.3764215476037
"mut_2827032",-6.5294266144686,-1.45711805496093,"differentiating","MUT",53.2755677623472
"mut_3709892",-7.2861199776583,-2.11694969806548,"differentiating","MUT",56.5815821274232
"mut_2215320",-4.90841535729697,-2.29332663688536,"precursor-like","MUT",37.532491016562
"mut_3271703",-6.08892110986045,-2.1969032493579,"differentiating","MUT",46.5045650665303
"mut_6069182",-5.52597955865195,-2.12881912860747,"precursor-like","MUT",39.5676423449462
"mut_5194832",-6.44484476250937,-1.74584080848571,"differentiating","MUT",43.304198524583
"mut_9765981",-7.76674417657187,-2.51424708042022,"differentiating","MUT",48.8583895107444
"mut_1052963",-6.5768161217623,-2.04738142166014,"differentiating","MUT",41.608235571537
"mut_5171025",-5.53140644234946,-2.17021324310179,"precursor-like","MUT",46.5587365238429
"mut_13454642",-4.75442508858969,-2.37148799571868,"precursor-like","MUT",36.2556179191468
"mut_9010251",-5.2331447998934,-2.16375758323546,"precursor-like","MUT",38.4893819554765
"mut_13743364",-5.64980129403403,-2.19023217830535,"precursor-like","MUT",39.8595582147575
"mut_6496964",-6.06989769143393,-2.30774273548003,"precursor-like","MUT",38.0014106029261
"mut_7675842",-5.11385540170005,-2.21611895236846,"precursor-like","MUT",44.2535422785258
"mut_12125228",-7.10479978722861,-2.33966471824523,"differentiating","MUT",50.1130087015495
"mut_11666746",-5.09459356469443,-2.20332147750731,"precursor-like","MUT",37.8687166647002
"mut_4873381",-7.39749387902549,-1.68160440597411,"differentiating","MUT",56.0853977896032
"mut_6371788",-5.17220167321494,-2.17587842616912,"precursor-like","MUT",38.710627522286
"mut_9159987",-6.13591531915,-2.32240368995543,"precursor-like","MUT",42.0414106930837
"mut_14016453",-6.120543519681,-1.63430895480986,"precursor-like","MUT",40.5396574159491
"mut_7397443",-5.07072881860068,-2.15514781150695,"precursor-like","MUT",43.617558604268
"mut_6636707",-6.27052787942221,-2.19250061187621,"precursor-like","MUT",47.3046884960542
"mut_11664046",-5.67620710534384,-1.78617562923308,"precursor-like","MUT",38.3271682245412
"mut_6522698",-5.5285606781893,-2.05744518909331,"precursor-like","MUT",39.132822984057
"mut_7400137",-3.90251354378989,-2.3926903215396,"precursor-like","MUT",40.535121442459
"mut_10916740",-5.82618097466758,-1.98782851371642,"differentiating","MUT",47.4643492356797
"mut_5637930",-5.26707796258261,-2.18273868236418,"precursor-like","MUT",35.7190334858606
"mut_6661279",-7.26441911858847,-2.47508134517546,"differentiating","MUT",53.6494054352471
"mut_12395952",-7.15688804787924,-2.31504120502349,"differentiating","MUT",48.7524485169238
"mut_4732049",-7.64337114495566,-2.11082710895415,"differentiating","MUT",53.8263905695569
"mut_12401687",-7.41139368218711,-1.69506337318297,"differentiating","MUT",52.549923485691
"mut_11521191",-5.87303308648398,-2.20838572654601,"precursor-like","MUT",42.6907937777483
"mut_9611166",-6.53736404580405,-2.01035799655791,"differentiating","MUT",43.8879938001063
"mut_11086550",-4.8064828316622,-2.25668277416106,"precursor-like","MUT",36.3881706147052
"mut_11376038",-5.55241493386557,-2.11112239036437,"precursor-like","MUT",38.0551123797804
"mut_5473936",-6.97938589257529,-2.10719313297148,"differentiating","MUT",44.0334079158725
"mut_6053058",-5.49457792443564,-2.12866272601958,"precursor-like","MUT",38.1507620489125
"mut_1639695",-7.50534395379355,-2.53093852672454,"differentiating","MUT",52.9458108724721
"mut_12701623",-6.19990019006064,-2.10151972446318,"differentiating","MUT",47.1430068869986
"mut_4160304",-5.70447210473349,-2.23483135375853,"precursor-like","MUT",38.8737124747041
"mut_10919067",-5.91819862527182,-2.19466569099303,"precursor-like","MUT",38.4051749291436
"mut_6345311",-5.31637481850913,-2.20738913688536,"precursor-like","MUT",39.2899924955903
"mut_10210963",-7.44349722070029,-2.10124327812072,"differentiating","MUT",52.9420136368166
"mut_10323142",-7.77815584344199,-2.48626269969817,"differentiating","MUT",49.420020878916
"mut_12540715",-6.16462759179404,-2.1979345289218,"differentiating","MUT",45.0166105266034
"mut_10773123",-6.97956279916098,-1.67429794940825,"differentiating","MUT",43.2218319271201
"mut_13587158",-6.17762283486655,-2.09693767700072,"differentiating","MUT",44.1613333384809
"mut_4898396",-4.50365547341635,-2.44070686969634,"precursor-like","MUT",42.5517652491212
"mut_9454175",-5.284024278348,-2.26023401889678,"precursor-like","MUT",38.7235720654221
"mut_5756594",-6.89392475289633,-1.61213543090697,"differentiating","MUT",47.6823023259894
"mut_10193364",-6.73504499596884,-1.51738311920043,"differentiating","MUT",46.5065683710662
"mut_8127756",-6.73334697884848,-2.50101246509429,"differentiating","MUT",53.148656624886
"mut_6960092",-5.54381803674033,-2.32082452449675,"precursor-like","MUT",39.7911846721785
"mut_3700687",-5.56251291436484,-2.19860210094329,"precursor-like","MUT",43.2095542102839
"mut_7818667",-7.34294752282431,-1.90788855228301,"differentiating","MUT",50.545269758907
"mut_3867315",-7.17310575646689,-2.11507918510314,"differentiating","MUT",49.8894067741458
"mut_9305165",-7.21545366448691,-1.78787793788787,"differentiating","MUT",52.3861799700938
"mut_7818713",-5.20923427743247,-2.24602403316375,"precursor-like","MUT",41.2675370546675
"mut_10036319",-5.42558674020102,-2.06295134696837,"precursor-like","MUT",37.497144475717
"mut_5911762",-7.26784662408164,-1.59844817790862,"differentiating","MUT",52.2814475972256
"mut_9029381",-5.17764143151572,-2.12890162143584,"precursor-like","MUT",43.1151986782661
"mut_7672780",-6.98607544106772,-2.31928434047576,"differentiating","MUT",52.3588946478872
"mut_10340014",-6.49642614526084,-1.19041200551863,"differentiating","MUT",37.0668166522211
"mut_8862407",-7.52639249963095,-2.47721280727263,"differentiating","MUT",50.9443228730104
